,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,rsi
239,2021-04-29,52.259998,52.279999,50.66,51.369999,50.132496,11150900.0,11150900.0,-0.89,-1.703,51.43667,"April 29, 21",-0.01703,50.7832582237219
240,2021-04-28,52.360001,52.599998,51.93,52.080002,50.825394,8145100.0,8145100.0,-0.28,-0.535,52.20333,"April 28, 21",-0.00535,52.00600948111217
241,2021-04-27,52.799999,52.810001,52.310001,52.369999,51.108406,8342200.0,8342200.0,-0.43,-0.814,52.49667,"April 27, 21",-0.00814,52.51210957666057
242,2021-04-26,52.450001,52.48,51.990002,52.369999,51.108406,6451500.0,6451500.0,-0.08,-0.153,52.28,"April 26, 21",-0.00153,52.51210957666057
243,2021-04-23,52.740002,52.759998,52.16,52.259998,51.001057,6562700.0,6562700.0,-0.48,-0.91,52.39333,"April 23, 21",-0.0091,52.34315753960959
244,2021-04-22,53.07,53.099998,52.43,52.709999,51.440212,9436000.0,9436000.0,-0.36,-0.678,52.74667,"April 22, 21",-0.00678,53.10055268640898
245,2021-04-21,52.919998,53.18,52.689999,53.110001,51.830578,11431700.0,11431700.0,0.19,0.359,52.99333,"April 21, 21",0.00359,53.778421115678455
246,2021-04-20,52.09,52.349998,51.950001,52.27,51.010815,13942400.0,13942400.0,0.18,0.346,52.19,"April 20, 21",0.00346,52.53133306500544
247,2021-04-19,51.639999,51.810001,51.25,51.630001,50.386234,16120700.0,16120700.0,-0.01,-0.019,51.56333,"April 19, 21",-0.00019,51.55539254309066
248,2021-04-16,50.799999,51.009998,50.610001,50.740002,49.517677,22166200.0,22166200.0,-0.06,-0.118,50.78667,"April 16, 21",-0.00118,50.158894667996144
249,2021-04-15,50.740002,51.290001,50.599998,50.830002,49.605507,13903000.0,13903000.0,0.09,0.177,50.90667,"April 15, 21",0.00177,50.302597164504526
250,2021-04-14,50.040001,50.32,49.740002,49.84,48.639355,11863600.0,11863600.0,-0.2,-0.4,49.96667,"April 14, 21",-0.004,48.71882027540455
251,2021-04-13,49.209999,49.599998,48.959999,49.189999,48.005013,7733900.0,7733900.0,-0.02,-0.041,49.25,"April 13, 21",-0.00041,47.64527536760552
252,2021-04-12,49.830002,49.919998,49.369999,49.419998,48.229473,7890500.0,7890500.0,-0.41,-0.823,49.57,"April 12, 21",-0.00823,47.99368027322417
253,2021-04-09,50.150002,50.16,49.68,49.939999,48.736946,7432200.0,7432200.0,-0.21,-0.419,49.92667,"April 09, 21",-0.00419,48.78408011935837
254,2021-04-08,49.669998,49.799999,49.43,49.5,48.307549,10361300.0,10361300.0,-0.17,-0.342,49.57667,"April 08, 21",-0.00342,48.0749709063394
255,2021-04-07,49.060001,49.119999,48.259998,48.419998,47.253559,9469100.0,9469100.0,-0.64,-1.305,48.6,"April 07, 21",-0.01305,46.28603701416382
256,2021-04-06,49.450001,49.68,49.16,49.220001,48.034294,7127800.0,7127800.0,-0.23,-0.465,49.35333,"April 06, 21",-0.00465,47.47333692343717
257,2021-04-05,49.41,49.799999,49.400002,49.529999,48.336823,5294000.0,5294000.0,0.12,0.243,49.57667,"April 05, 21",0.00243,47.940323881794576
258,2021-04-01,49.610001,49.790001,49.330002,49.529999,48.336823,5958600.0,5958600.0,-0.08,-0.161,49.55,"April 01, 21",-0.00161,47.940323881794576
259,2021-03-31,50.040001,50.130001,49.700001,49.720001,48.522247,6688300.0,6688300.0,-0.32,-0.639,49.85,"March 31, 21",-0.00639,48.219532888374886
260,2021-03-30,50.139999,50.169998,49.689999,49.970001,48.766224,7084800.0,7084800.0,-0.17,-0.339,49.94333,"March 30, 21",-0.00339,48.58439872735699
261,2021-03-29,50.549999,51.060001,50.48,50.810001,49.585987,8652400.0,8652400.0,0.26,0.514,50.78333,"March 29, 21",0.00514,49.82585174792536
262,2021-03-26,49.560001,50.669998,49.48,50.639999,49.420082,9707500.0,9707500.0,1.08,2.179,50.26333,"March 26, 21",0.02179,49.570275273438334
263,2021-03-25,48.93,49.790001,48.810001,49.700001,48.502731,6800200.0,6800200.0,0.77,1.574,49.43333,"March 25, 21",0.01574,48.13880490891253
264,2021-03-24,49.130001,49.299999,48.759998,48.790001,47.614651,6482600.0,6482600.0,-0.34,-0.692,48.95,"March 24, 21",-0.00692,46.70353117253416
265,2021-03-23,49.950001,50.209999,49.16,49.400002,48.209957,10891800.0,10891800.0,-0.55,-1.101,49.59,"March 23, 21",-0.01101,47.56835080990067
266,2021-03-22,49.98,51.209999,49.869999,51.200001,49.966595,10092000.0,10092000.0,1.22,2.441,50.76,"March 22, 21",0.02441,50.25965717770962
267,2021-03-19,49.220001,49.48,48.889999,49.209999,48.024529,6788800.0,6788800.0,-0.01,-0.02,49.19333,"March 19, 21",-0.0002,47.01152423607735
268,2021-03-18,49.470001,49.970001,49.279999,49.330002,48.141644,9792200.0,9792200.0,-0.14,-0.283,49.52667,"March 18, 21",-0.00283,47.19365078675434
269,2021-03-17,49.799999,50.119999,49.09,50.07,48.863811,13008100.0,13008100.0,0.27,0.542,49.76,"March 17, 21",0.00542,48.32502302597806
270,2021-03-16,49.950001,50.470001,49.860001,50.049999,48.844296,16767800.0,16767800.0,0.1,0.2,50.12667,"March 16, 21",0.002,48.29218890934211
271,2021-03-15,48.580002,48.779999,48.130001,48.77,47.595131,10645400.0,10645400.0,0.19,0.391,48.56,"March 15, 21",0.00391,46.14610776938533
272,2021-03-12,48.27,48.580002,47.880001,48.419998,47.253559,8919800.0,8919800.0,0.15,0.311,48.29333,"March 12, 21",0.00311,45.54041655960412
273,2021-03-11,48.950001,49.27,48.59,48.669998,47.49754,12653900.0,12653900.0,-0.28,-0.572,48.84333,"March 11, 21",-0.00572,45.90179261985581
274,2021-03-10,50.200001,50.290001,49.700001,49.810001,48.610077,12728700.0,12728700.0,-0.39,-0.777,49.93333,"March 10, 21",-0.00777,47.5893728251508
275,2021-03-09,49.400002,49.880001,49.07,49.27,48.083088,15539100.0,15539100.0,-0.13,-0.263,49.40667,"March 09, 21",-0.00263,46.679365836438464
276,2021-03-08,47.75,48.470001,47.66,48.189999,47.029102,11753000.0,11753000.0,0.44,0.921,48.10667,"March 08, 21",0.00921,44.8008564047902
277,2021-03-05,47.57,48.119999,47.150002,48.060001,46.902233,11174800.0,11174800.0,0.49,1.03,47.77667,"March 05, 21",0.0103,44.57050142101989
278,2021-03-04,47.59,47.950001,46.48,47.23,46.092228,15996400.0,15996400.0,-0.36,-0.756,47.22,"March 04, 21",-0.00756,43.08434320999131
279,2021-03-03,47.639999,47.639999,46.849998,47.16,46.023914,14031700.0,14031700.0,-0.48,-1.008,47.21667,"March 03, 21",-0.01008,42.95793804744943
280,2021-03-02,48.400002,48.43,47.669998,47.73,46.580185,14356500.0,14356500.0,-0.67,-1.384,47.94333,"March 02, 21",-0.01384,43.73301599382229
281,2021-03-01,48.459999,48.68,48.080002,48.09,46.931511,11384700.0,11384700.0,-0.37,-0.764,48.28333,"March 01, 21",-0.00764,44.22691979330656
282,2021-02-26,48.849998,48.919998,47.98,48.380001,47.214523,8551200.0,8551200.0,-0.47,-0.962,48.42667,"February 26, 21",-0.00962,44.62478147217621
283,2021-02-25,49.849998,49.869999,48.75,48.91,47.731758,12795900.0,12795900.0,-0.94,-1.886,49.17667,"February 25, 21",-0.01886,45.35554598113977
284,2021-02-24,49.66,50.32,49.509998,50.099998,47.965973,12218600.0,12218600.0,0.44,0.886,49.97667,"February 24, 21",0.00886,47.05092485042586
285,2021-02-23,50.700001,50.77,49.220001,49.310001,47.209629,14535900.0,14535900.0,-1.39,-2.742,49.76667,"February 23, 21",-0.02742,45.73117359825156
286,2021-02-22,50.669998,50.810001,50.360001,50.57,48.415958,10776000.0,10776000.0,-0.1,-0.197,50.58,"February 22, 21",-0.00197,47.585024645353215
287,2021-02-19,51.130001,51.16,50.549999,50.59,48.435108,6895600.0,6895600.0,-0.54,-1.056,50.76667,"February 19, 21",-0.01056,47.61505030851487
288,2021-02-18,51.490002,51.98,51.41,51.5,49.306343,9762100.0,9762100.0,0.01,0.019,51.63,"February 18, 21",0.00019,48.99352392994916
289,2021-02-17,51.049999,51.790001,50.849998,51.450001,49.258476,9514000.0,9514000.0,0.4,0.784,51.36333,"February 17, 21",0.00784,48.9138891002108
290,2021-02-16,51.02,51.259998,50.599998,50.889999,48.722324,8823300.0,8823300.0,-0.13,-0.255,50.91667,"February 16, 21",-0.00255,48.0231677153785
291,2021-02-12,50.93,51.740002,50.799999,51.689999,49.488247,11856400.0,11856400.0,0.76,1.492,51.41,"February 12, 21",0.01492,49.22473730733503
292,2021-02-11,50.34,50.43,49.599998,50.09,47.956402,13276000.0,13276000.0,-0.25,-0.497,50.04,"February 11, 21",-0.00497,46.60628882726584
293,2021-02-10,50.779999,50.84,49.759998,49.970001,47.841515,9656600.0,9656600.0,-0.81,-1.595,50.19,"February 10, 21",-0.01595,46.40313959000999
294,2021-02-09,50.16,50.639999,50.040001,50.41,48.262772,8058100.0,8058100.0,0.25,0.498,50.36333,"February 09, 21",0.00498,47.04634714246661
295,2021-02-08,50.099998,50.529999,49.799999,50.060001,47.927681,8559100.0,8559100.0,-0.04,-0.08,50.13,"February 08, 21",-0.0008,46.46790597825888
296,2021-02-05,49.950001,50.099998,49.650002,49.73,47.611736,9809400.0,9809400.0,-0.22,-0.44,49.82667,"February 05, 21",-0.0044,45.92207546391644
297,2021-02-04,50.310001,50.450001,50.040001,50.360001,48.214905,7317700.0,7317700.0,0.05,0.099,50.28333,"February 04, 21",0.00099,46.81513815577674
298,2021-02-03,50.16,50.34,49.73,50.0,47.870235,9069700.0,9069700.0,-0.16,-0.319,50.02333,"February 03, 21",-0.00319,46.22954949557163
299,2021-02-02,50.52,50.630001,50.02,50.060001,47.927681,11349800.0,11349800.0,-0.46,-0.911,50.23667,"February 02, 21",-0.00911,46.31283834793079
300,2021-02-01,51.259998,51.299999,50.209999,50.400002,48.253201,14590900.0,14590900.0,-0.86,-1.678,50.63667,"February 01, 21",-0.01678,46.78087878258677
301,2021-01-29,51.73,52.209999,50.509998,50.599998,48.444675,12692500.0,12692500.0,-1.13,-2.184,51.10667,"January 29, 21",-0.02184,47.05500780455532
302,2021-01-28,52.119999,52.939999,51.990002,52.040001,49.823345,8374800.0,8374800.0,-0.08,-0.153,52.32333,"January 28, 21",-0.00153,49.0845574705335
303,2021-01-27,53.369999,53.43,52.029999,52.099998,49.880783,14550200.0,14550200.0,-1.27,-2.38,52.52,"January 27, 21",-0.0238,49.17115319332296
304,2021-01-26,54.52,54.650002,54.189999,54.439999,52.121113,11614400.0,11614400.0,-0.08,-0.147,54.42667,"January 26, 21",-0.00147,52.72659760380114
305,2021-01-25,53.73,54.209999,53.59,54.009998,51.709427,13742800.0,13742800.0,0.28,0.521,53.93667,"January 25, 21",0.00521,52.10290270496488
306,2021-01-22,52.73,53.540001,52.619999,53.25,50.9818,13372700.0,13372700.0,0.52,0.986,53.13667,"January 22, 21",0.00986,50.98276029088216
307,2021-01-21,52.560001,52.740002,52.16,52.549999,50.311619,16054800.0,16054800.0,-0.01,-0.019,52.48333,"January 21, 21",-0.00019,49.92572122815234
308,2021-01-20,52.650002,52.650002,51.91,52.240002,50.014824,13626200.0,13626200.0,-0.41,-0.779,52.26667,"January 20, 21",-0.00779,49.45265115612535
309,2021-01-19,52.52,52.66,52.209999,52.57,50.330769,13568700.0,13568700.0,0.05,0.095,52.48,"January 19, 21",0.00095,49.94489668814313
310,2021-01-15,51.290001,51.560001,51.130001,51.34,49.153156,9524000.0,9524000.0,0.05,0.097,51.34333,"January 15, 21",0.00097,48.05627409238973
311,2021-01-14,51.470001,51.799999,51.169998,51.290001,49.105289,11521700.0,11521700.0,-0.18,-0.35,51.42,"January 14, 21",-0.0035,47.97808152626925
312,2021-01-13,50.740002,51.25,50.669998,50.880001,48.712753,11452800.0,11452800.0,0.14,0.276,50.93333,"January 13, 21",0.00276,47.341061505130206
313,2021-01-12,50.639999,50.650002,50.099998,50.290001,48.147884,9628800.0,9628800.0,-0.35,-0.691,50.34667,"January 12, 21",-0.00691,46.41572800941296
314,2021-01-11,50.580002,51.09,50.41,50.560001,48.406384,11680300.0,11680300.0,-0.02,-0.04,50.68667,"January 11, 21",-0.0004,46.7844213329953
315,2021-01-08,50.59,50.880001,50.32,50.860001,48.693607,10996000.0,10996000.0,0.27,0.534,50.68667,"January 08, 21",0.00534,47.1926068969776
316,2021-01-07,50.549999,50.779999,50.060001,50.189999,48.052143,13562600.0,13562600.0,-0.36,-0.712,50.34333,"January 07, 21",-0.00712,46.1645777624644
317,2021-01-06,50.84,51.439999,50.66,50.91,48.741474,12754900.0,12754900.0,0.07,0.138,51.00333,"January 06, 21",0.00138,47.13084895726799
318,2021-01-05,50.400002,50.830002,50.02,50.700001,48.540417,13361900.0,13361900.0,0.3,0.595,50.51667,"January 05, 21",0.00595,46.8126426521322
319,2021-01-04,50.919998,51.049999,49.889999,50.52,48.368084,15665800.0,15665800.0,-0.4,-0.786,50.48667,"January 04, 21",-0.00786,46.54237137080618
320,2020-12-31,50.0,50.09,49.119999,49.990002,47.860664,10610000.0,10610000.0,-0.01,-0.02,49.73333,"December 31, 20",-0.0002,45.74686861880252
321,2020-12-30,50.459999,50.549999,50.040001,50.18,48.042568,14349100.0,14349100.0,-0.28,-0.555,50.25667,"December 30, 20",-0.00555,45.98728866494742
322,2020-12-29,50.66,50.700001,49.790001,49.900002,47.774494,17308500.0,17308500.0,-0.76,-1.5,50.13,"December 29, 20",-0.015,45.574197294287885
323,2020-12-28,50.23,50.279999,49.139999,49.380001,47.276646,15481900.0,15481900.0,-0.85,-1.692,49.6,"December 28, 20",-0.01692,44.80592005379961
324,2020-12-24,48.900002,48.900002,48.169998,48.52,46.453274,4931700.0,4931700.0,-0.38,-0.777,48.53,"December 24, 20",-0.00777,43.51357627228095
325,2020-12-23,49.110001,49.119999,48.630001,48.77,46.692631,11311000.0,11311000.0,-0.34,-0.692,48.84,"December 23, 20",-0.00692,43.805778884386605
326,2020-12-22,49.27,49.279999,48.5,48.73,46.654331,14221900.0,14221900.0,-0.54,-1.096,48.83667,"December 22, 20",-0.01096,43.74654713510838
327,2020-12-21,49.48,49.84,49.060001,49.68,47.563869,13007200.0,13007200.0,0.2,0.404,49.52667,"December 21, 20",0.00404,44.8467780391379
328,2020-12-18,50.919998,50.950001,49.990002,50.209999,48.071289,25875200.0,25875200.0,-0.71,-1.394,50.38333,"December 18, 20",-0.01394,45.47204001430456
329,2020-12-17,51.259998,51.369999,50.549999,50.790001,48.626587,13957200.0,13957200.0,-0.47,-0.917,50.90333,"December 17, 20",-0.00917,46.16227745745592
330,2020-12-16,51.799999,51.810001,50.82,50.93,48.76062,19333500.0,19333500.0,-0.87,-1.68,51.18667,"December 16, 20",-0.0168,46.32862831203665
331,2020-12-15,50.610001,50.830002,50.09,50.830002,48.664883,22247400.0,22247400.0,0.22,0.435,50.58333,"December 15, 20",0.00435,46.19290018698977
332,2020-12-14,50.669998,51.57,49.889999,50.029999,47.898956,54898600.0,54898600.0,-0.64,-1.263,50.49667,"December 14, 20",-0.01263,45.10449573102008
333,2020-12-11,53.630001,54.349998,53.630001,54.27,51.958355,3870000.0,3870000.0,0.64,1.193,54.08333,"December 11, 20",0.01193,50.399650668386535
334,2020-12-10,53.860001,54.200001,53.669998,53.889999,51.59454,7566800.0,7566800.0,0.03,0.056,53.92,"December 10, 20",0.00056,49.88288968166404
335,2020-12-09,54.959999,55.02,53.810001,54.040001,51.738155,7952400.0,7952400.0,-0.92,-1.674,54.29,"December 09, 20",-0.01674,50.08474903207482
336,2020-12-08,53.669998,55.060001,53.619999,54.720001,52.389187,6707600.0,6707600.0,1.05,1.956,54.46667,"December 08, 20",0.01956,51.00164355378559
337,2020-12-07,54.380001,54.490002,53.830002,54.259998,51.948776,6582900.0,6582900.0,-0.12,-0.221,54.19333,"December 07, 20",-0.00221,50.39967160390314
338,2020-12-04,53.549999,54.139999,53.419998,53.740002,51.450932,4685400.0,4685400.0,0.19,0.355,53.76667,"December 04, 20",0.00355,49.71529354773504
339,2020-12-03,52.869999,52.959999,52.25,52.779999,50.531818,7917100.0,7917100.0,-0.09,-0.17,52.66333,"December 03, 20",-0.0017,48.427858424328754
340,2020-12-02,52.889999,53.599998,52.830002,53.389999,51.115837,4953700.0,4953700.0,0.5,0.945,53.27333,"December 02, 20",0.00945,49.21245752779143
341,2020-12-01,53.060001,53.360001,52.599998,52.98,50.723301,13301100.0,13301100.0,-0.08,-0.151,52.98,"December 01, 20",-0.00151,48.6646243556996
342,2020-11-30,53.299999,53.419998,52.529999,52.939999,50.685005,14725200.0,14725200.0,-0.36,-0.675,52.96333,"November 30, 20",-0.00675,48.61162505512123
343,2020-11-27,51.580002,52.77,51.439999,52.610001,50.369061,14783200.0,14783200.0,1.03,1.997,52.27333,"November 27, 20",0.01997,48.179086331009024
344,2020-11-25,52.34,53.09,52.299999,52.599998,50.359486,11660900.0,11660900.0,0.26,0.497,52.66333,"November 25, 20",0.00497,48.16612591873647
345,2020-11-24,54.0,54.299999,53.52,53.57,51.28817,8341400.0,8341400.0,-0.43,-0.796,53.79667,"November 24, 20",-0.00796,49.338781865666434
346,2020-11-23,54.52,54.709999,53.330002,54.700001,52.370037,13670600.0,13670600.0,0.18,0.33,54.24667,"November 23, 20",0.0033,50.7493419252343
347,2020-11-20,54.880001,55.419998,54.68,55.299999,52.944481,4306000.0,4306000.0,0.42,0.765,55.13333,"November 20, 20",0.00765,51.515714469718006
348,2020-11-19,54.25,54.25,53.669998,54.029999,51.728577,6768200.0,6768200.0,-0.22,-0.406,53.98333,"November 19, 20",-0.00406,49.94783607823803
349,2020-11-18,55.330002,55.34,53.959999,53.990002,51.690281,4732300.0,4732300.0,-1.34,-2.422,54.43,"November 18, 20",-0.02422,49.897830589258746
350,2020-11-17,55.110001,55.419998,54.75,54.959999,52.618961,6451500.0,6451500.0,-0.15,-0.272,55.04333,"November 17, 20",-0.00272,51.111448731201634
351,2020-11-16,56.490002,56.77,56.07,56.290001,53.892311,5190500.0,5190500.0,-0.2,-0.354,56.37667,"November 16, 20",-0.00354,52.8383093585984
352,2020-11-13,56.869999,57.419998,56.759998,57.380001,54.935883,2900500.0,2900500.0,0.51,0.897,57.18667,"November 13, 20",0.00897,54.31210061780444
