date,open,high,low,close,volume,rsi
2022-04-08,59.66,63.55,58.5,60.63,3603222.0,41.16877547318169
2022-04-07,61.91,62.82,56.8,59.5,4367650.0,40.92414655723025
2022-04-06,64.81,65.1499,59.19,62.44,5162016.0,41.3626808338795
2022-04-05,74.48,75.0,64.64,65.23,6661778.0,41.77903727701641
2022-04-04,74.98,77.6,73.495,75.29,2642969.0,43.319899855657304
2022-04-01,73.3,76.27,72.58,74.32,2494738.0,43.12167774941504
2022-03-31,76.4,76.4,72.9,73.65,2314259.0,42.98671102216611
2022-03-30,79.7,82.3,74.53,74.75,3180600.0,43.15145872938045
2022-03-29,74.63,80.24,73.58,78.83,4332316.0,43.76108944499118
2022-03-28,74.77,78.0695,71.01,73.85,3080468.0,42.79435883122334
2022-03-25,81.38,81.4,73.235,74.13,3906381.0,42.83493036275565
2022-03-24,80.1,82.36,77.04,81.45,3248317.0,43.90125876352464
2022-03-23,83.0,83.54,79.0,80.18,2793575.0,43.662803530308864
2022-03-22,78.06,85.37,75.36,83.8,4536955.0,44.18747060253904
2022-03-21,82.875,83.7,77.1,78.56,3652624.0,43.219595166211235
2022-03-18,80.1,85.6,79.41,82.3,5452185.0,43.75027791515087
2022-03-17,77.65,82.22,75.76,79.23,3997128.0,43.18912841978487
2022-03-16,74.43,78.55,72.521,77.49,4139317.0,42.87258028944185
2022-03-15,73.4,74.2773,68.11,73.8,3715698.0,42.20328986333921
2022-03-14,72.55,83.24,70.5,71.93,6436337.0,41.865031328900464
2022-03-11,78.56,80.481,72.56,72.99,2946177.0,42.001584456837506
2022-03-10,77.5,79.7,75.34,77.77,2757431.0,42.61586914405778
2022-03-09,74.0,79.89,73.8801,79.07,3274649.0,42.78263728965493
2022-03-08,67.48,74.77,65.9,72.79,4403399.0,41.70261380342653
2022-03-07,70.0,74.5399,65.82,69.73,4967519.0,41.1723712661807
2022-03-04,79.21,82.0,70.91,71.72,4054399.0,41.412428004538555
2022-03-03,85.48,85.49,79.25,80.53,2827892.0,42.48719669347472
2022-03-02,83.93,87.07,79.1,86.39,4209134.0,43.21833600726508
2022-03-01,79.459999,91.0,79.0,83.739998,7183500.0,42.78197130597504
2022-02-28,80.970001,83.5,77.620003,83.370003,4211100.0,42.721742115455
2022-02-25,79.110001,82.080002,75.419998,81.629997,2877700.0,42.4425154389635
2022-02-24,69.809998,79.949997,69.5,79.949997,5077500.0,42.17579185851547
2022-02-23,80.660004,80.980003,72.580002,73.489998,4095300.0,41.14808452874801
2022-02-22,79.360001,82.669998,77.110001,79.389999,3131500.0,41.81323396689619
2022-02-18,83.879997,84.940002,78.769997,81.889999,2933300.0,42.09580158326016
2022-02-17,85.93,88.82,82.620003,83.440002,2747000.0,42.26936290041498
2022-02-16,85.580002,86.970001,82.830002,86.550003,3069700.0,42.614847872893556
2022-02-15,81.57,88.879997,80.800003,87.129997,4448700.0,42.67860117501933
2022-02-14,86.910004,88.699997,79.989998,80.110001,5065500.0,41.64304465690851
2022-02-11,90.160004,94.360001,88.209999,90.440002,4131200.0,42.75696325153959
2022-02-10,87.18,95.339996,86.400002,88.0,4925700.0,42.400309312668654
2022-02-09,84.080002,92.349998,83.5,91.790001,5341100.0,42.806291691647864
2022-02-08,85.019997,87.400002,79.360001,83.449997,9114900.0,41.60042058658819
2022-02-07,90.360001,101.389999,89.400002,94.800003,6481200.0,42.80405174251233
2022-02-04,88.309998,91.650002,87.5,89.330002,3310600.0,42.01163442521682
2022-02-03,88.790001,92.949997,86.510002,88.489998,4248500.0,41.890475324712746
2022-02-02,93.290001,94.089996,84.970001,89.440002,6012200.0,41.98770693649867
2022-02-01,97.449997,98.82,91.849998,95.18,7176500.0,42.57281618014045
2022-01-31,87.300003,94.699997,85.059998,93.699997,10415700.0,42.36988854616659
2022-01-28,75.410004,83.050003,70.550003,82.919998,7771600.0,40.87863910015203
2022-01-27,81.230003,81.580002,71.709999,72.919998,4553100.0,39.45437355576544
2022-01-26,80.790001,87.529999,77.720001,79.18,8130900.0,40.04621941823409
2022-01-25,78.459999,87.199997,75.440002,77.209999,7578600.0,39.76756757764684
2022-01-24,81.120003,81.120003,66.379997,79.470001,12992900.0,39.97645779621316
2022-01-21,87.360001,91.0,84.550003,84.650002,5762000.0,40.453761808772256
2022-01-20,94.720001,98.400002,89.120003,90.360001,7529400.0,40.98235300997925
2022-01-19,100.150002,103.57,91.699997,92.330002,6059600.0,41.164213067564006
2022-01-18,107.300003,107.529999,98.0,98.440002,6536100.0,41.72701895624391
2022-01-14,101.190002,112.489998,101.099998,110.82,9831700.0,42.89145333065578
2022-01-13,126.699997,128.850006,111.25,112.379997,7592700.0,43.03977236468705
2022-01-12,131.149994,135.690002,127.639999,130.169998,3458600.0,44.76995135387797
2022-01-11,134.460007,134.970001,128.039993,130.679993,4064400.0,44.8205704597197
2022-01-10,126.199997,137.660004,124.199997,134.990005,6191600.0,45.244242500795266
2022-01-07,121.510002,132.570007,119.019997,126.699997,6426800.0,44.25091440446621
2022-01-06,123.769997,125.800003,112.519997,121.5,6282000.0,43.62221191471756
2022-01-05,137.550003,139.600006,118.540001,122.410004,8072900.0,43.706744114568664
2022-01-04,140.0,141.770004,134.199997,138.449997,4698700.0,45.22043130953492
2022-01-03,144.029999,145.199997,135.399994,142.899994,6617700.0,45.650277141137714
2021-12-31,151.470001,156.809998,141.509995,143.070007,9096300.0,45.66652980369388
2021-12-30,152.779999,159.0,148.860001,154.830002,5093300.0,46.79590976246463
2021-12-29,153.279999,155.279999,144.559998,153.25,7511800.0,46.622097607377725
2021-12-28,153.160004,175.990005,153.100006,155.839996,12398100.0,46.868066219271135
2021-12-27,168.559998,169.389999,155.110001,157.800003,8934200.0,47.05216550421148
2021-12-23,184.779999,186.800003,172.460007,177.25,6085000.0,48.92094426645202
2021-12-22,191.279999,193.190002,180.210007,183.300003,5081600.0,49.52049421670992
2021-12-21,193.009995,198.479996,177.699997,191.070007,8425600.0,50.29630960377824
2021-12-20,230.0,236.5,195.559998,201.949997,11304700.0,51.4013581104781
2021-12-17,206.369995,220.5,198.350006,217.320007,11096700.0,53.013883533914495
2021-12-16,178.970001,197.990005,175.309998,194.919998,5619900.0,50.8098922698985
2021-12-15,168.020004,181.350006,167.679993,179.490005,3261300.0,49.201336143351874
2021-12-14,167.619995,171.190002,157.800003,168.429993,2668200.0,48.00702056982837
2021-12-13,168.740005,177.0,167.240005,169.059998,3203500.0,48.070109969590206
2021-12-10,170.339996,176.320007,165.25,166.559998,3440500.0,47.80335265373975
2021-12-09,180.0,188.009995,177.380005,177.380005,3491700.0,48.868078527105524
2021-12-08,175.570007,185.979996,172.300003,181.75,4572400.0,49.30271862794105
2021-12-07,153.789993,183.850006,148.949997,182.850006,9452100.0,49.41112866519356
2021-12-06,151.589996,151.960007,138.25,141.860001,5891700.0,44.99424733943295
2021-12-03,168.389999,169.0,156.0,160.479996,4503600.0,46.8137898479248
2021-12-02,183.0,188.910004,156.720001,161.970001,11912300.0,46.96272346281982
2021-12-01,196.5,203.800003,191.080002,192.649994,3810800.0,50.18439474883622
2021-11-30,196.179993,212.0,189.0,208.630005,6052600.0,52.00545687116194
2021-11-29,228.759995,229.0,188.029999,193.960007,10005300.0,50.38573021003158
2021-11-26,214.669998,221.720001,213.5,217.970001,6157700.0,53.26919094816445
2021-11-24,197.229996,201.699997,185.529999,200.070007,2916300.0,51.23005754870289
2021-11-23,202.949997,204.169998,195.070007,200.710007,3313100.0,51.30850608992948
2021-11-22,199.309998,211.179993,195.080002,207.990005,5647600.0,52.19956052626669
2021-11-19,192.589996,196.850006,187.520004,192.339996,3468100.0,50.384280765342936
2021-11-18,188.009995,192.570007,183.779999,191.050003,4228900.0,50.231607100492646
