date,open,high,low,close,volume,rsi
2022-04-08,54.85,55.58,54.46,55.17,23128622.0,55.23178343351695
2022-04-07,52.5,55.41,52.5,55.16,36292543.0,55.220421379377996
2022-04-06,51.16,53.09,51.16,52.87,31718155.0,52.51585766697944
2022-04-05,50.81,52.15,50.75,51.24,21027857.0,50.427342601705035
2022-04-04,51.78,51.87,50.3775,50.94,20491602.0,50.03092764928875
2022-04-01,52.12,52.16,51.1,51.57,19062099.0,50.86806832305608
2022-03-31,52.0,52.875,51.74,51.77,25588783.0,51.13425563342929
2022-03-30,53.2,53.7199,51.9701,52.44,25491100.0,52.02807705653503
2022-03-29,54.0,54.08,52.62,52.74,39958370.0,52.43023173582074
2022-03-28,52.53,53.56,52.5,53.28,18982976.0,53.154998115916705
2022-03-25,52.74,53.24,52.51,52.78,17435934.0,52.55993385418048
2022-03-24,52.54,52.845,52.29,52.59,15656498.0,52.33445029273656
2022-03-23,53.02,53.495,52.155,52.19,29184145.0,51.86240194461845
2022-03-22,54.2,54.32,52.5,53.04,32248266.0,52.95452086022209
2022-03-21,54.24,55.3,53.9,54.19,34592628.0,54.47550093720342
2022-03-18,54.38,55.0,53.705,54.51,51815625.0,54.90554694295542
2022-03-17,52.92,54.25,52.79,54.24,30589145.0,54.609254302098506
2022-03-16,52.54,53.265,52.18,52.92,29891579.0,53.13391237723513
2022-03-15,52.62,52.91,51.18,52.21,30172441.0,52.316954153990764
2022-03-14,50.72,52.91,50.39,52.25,40964279.0,52.367354033431134
2022-03-11,49.14,50.895,48.9425,50.27,33704438.0,50.03223939375169
2022-03-10,48.305,49.29,48.05,49.2,24543127.0,48.70036761817543
2022-03-09,48.13,49.22,48.0,48.75,24720933.0,48.13054587267101
2022-03-08,47.58,48.415,46.465,47.44,31344192.0,46.43305881754934
2022-03-07,48.25,48.8378,47.515,47.98,33172740.0,47.0551448466971
2022-03-04,47.5,48.765,47.41,48.65,33223870.0,47.83438343873085
2022-03-03,47.68,48.585,47.48,47.83,29999086.0,46.77726002340254
2022-03-02,46.11,47.93,46.0,47.7,31121126.0,46.60916159074093
2022-03-01,46.69,47.1368,45.44,45.75,29827926.0,44.00961739608834
2022-02-28,46.82,47.17,46.34,46.94,31433723.0,45.32954543380702
