date,open,high,low,close,volume,rsi
2022-04-08,181.33,183.19,180.43,182.12,7144703.0,58.00721735907614
2022-04-07,181.67,182.95,180.23,181.76,7385291.0,57.80080915123356
2022-04-06,179.39,182.6,178.62,182.23,9991790.0,58.16661236195106
2022-04-05,176.47,179.65,176.29,177.61,7279617.0,55.450640590601836
2022-04-04,178.19,178.19,175.52,176.47,6595724.0,54.74007362777758
2022-04-01,177.05,178.43,175.6,178.19,6525434.0,56.062232386911425
2022-03-31,179.59,180.21,176.98,177.23,11489920.0,55.473983747164304
2022-03-30,178.44,179.86,177.68,179.59,5912157.0,57.32290309288661
2022-03-29,178.62,179.4,176.8,177.74,5933914.0,56.20146846384825
2022-03-28,176.65,178.179,176.35,177.83,5230611.0,56.2719650410763
2022-03-25,175.69,177.7,175.22,176.92,4809718.0,55.72161744345246
2022-03-24,175.0,175.54,174.07,175.24,4724129.0,54.68988705269382
2022-03-23,175.23,175.54,174.09,174.34,5098142.0,54.12874292757066
2022-03-22,175.83,176.37,173.91,175.0,8441962.0,54.61483371830581
2022-03-21,174.66,177.16,174.32,175.83,6179140.0,55.226048223490714
2022-03-18,177.0,177.0,173.66,174.84,13809824.0,54.63256224005671
2022-03-17,175.21,176.84,174.2,176.8,7472258.0,56.074673423428685
2022-03-16,175.46,176.95,172.56,174.52,9412693.0,54.711859648327845
2022-03-15,173.33,176.52,172.55,176.14,10555153.0,55.91993611808134
2022-03-14,170.68,174.12,170.35,171.69,7535962.0,53.13419944908461
2022-03-11,169.13,171.46,169.02,169.35,4803878.0,51.55653376944622
2022-03-10,168.56,170.15,168.075,169.66,5775152.0,51.782850574912224
2022-03-09,170.01,170.23,167.89,169.36,6953110.0,51.5812777165669
2022-03-08,172.04,173.12,168.51,168.72,10580466.0,51.154363030442475
2022-03-07,168.3,173.12,167.36,172.21,11152566.0,53.68391422169018
2022-03-04,167.64,169.86,166.85,169.48,6019248.0,51.859014242817096
2022-03-03,166.7,169.334,166.37,168.48,5944401.0,51.168341817912264
2022-03-02,164.41,167.61,164.06,166.04,6793363.0,49.43359905552215
2022-03-01,163.04,164.75,162.4079,164.0,8388221.0,47.91762844979879
2022-02-28,162.87,165.18,162.3802,164.57,7960035.0,48.31424855905078
2022-02-25,160.0,166.985,159.7,166.0,10784034.0,49.31787248222318
2022-02-24,159.78,160.13,155.72,158.14,9907684.0,42.93231836741063
2022-02-23,161.51,162.64,160.85,161.22,8016601.0,45.115150874130656
2022-02-22,163.575,163.74,160.44,161.14,6490554.0,45.044026850056326
2022-02-18,164.979996,165.360001,162.940002,163.360001,6422200.0,46.68942745501091
2022-02-17,167.210007,167.449997,164.919998,166.190002,6227600.0,48.92195993637466
2022-02-16,166.490005,167.839996,165.710007,167.210007,8482400.0,49.7624307005431
2022-02-15,166.130005,168.100006,166.009995,167.309998,6632800.0,49.844697085085535
2022-02-14,167.710007,167.970001,163.809998,165.600006,8967600.0,48.41547572654724
2022-02-11,169.119995,170.149994,167.539993,167.710007,13124800.0,50.14334383975909
2022-02-10,171.210007,171.220001,169.300003,169.419998,10355300.0,51.60607479807553
2022-02-09,172.070007,172.240005,171.25,171.490005,5387500.0,53.45598903969934
2022-02-08,171.020004,172.050003,170.479996,171.509995,6296100.0,53.47413005342856
2022-02-07,171.410004,171.740005,170.009995,171.059998,6065700.0,53.12317925701428
2022-02-04,171.0,172.979996,170.119995,171.630005,6391900.0,53.62531161078528
2022-02-03,172.259995,173.619995,171.039993,172.759995,6240400.0,54.6284797919468
2022-02-02,169.649994,172.990005,169.649994,172.770004,7382800.0,54.63735208193785
2022-02-01,171.740005,171.979996,169.429993,170.880005,8154700.0,53.2317423191888
2022-01-31,171.5,172.619995,170.820007,172.289993,8054800.0,54.46561019950507
2022-01-28,170.860001,171.839996,169.300003,171.789993,9783100.0,54.095841048648346
2022-01-27,169.389999,171.910004,169.0,170.589996,9066700.0,53.20201178267054
2022-01-26,167.539993,169.220001,166.229996,168.380005,9963200.0,51.49748750104538
2022-01-25,162.360001,168.410004,161.580002,167.630005,14081200.0,50.902743503701515
2022-01-24,164.0,164.169998,158.259995,162.970001,14054600.0,46.94110213961983
2022-01-21,166.190002,167.990005,164.470001,164.869995,10550300.0,48.50495561622037
2022-01-20,167.289993,167.860001,164.929993,165.25,6011300.0,48.82376951149959
2022-01-19,167.199997,168.720001,166.320007,166.580002,5926500.0,49.94986311396223
2022-01-18,167.100006,167.720001,166.009995,167.100006,7815600.0,50.39522499122641
2022-01-14,168.630005,168.649994,167.149994,167.839996,5847700.0,51.02974804065356
2022-01-13,169.0,170.419998,168.460007,168.759995,6159400.0,51.82477716371223
2022-01-12,169.610001,170.080002,168.339996,169.789993,8116200.0,52.72605775036298
2022-01-11,172.990005,173.389999,170.110001,171.25,8341100.0,54.031366215691136
2022-01-10,173.690002,173.690002,172.160004,173.089996,7698400.0,55.7355165358975
2022-01-07,171.460007,174.300003,171.130005,173.949997,6984900.0,56.552516504085006
2022-01-06,172.149994,172.5,170.800003,171.630005,7301600.0,54.800923602511105
2022-01-05,172.0,173.470001,171.619995,172.220001,7016100.0,55.35712326159427
2022-01-04,171.059998,172.289993,170.600006,171.080002,6748400.0,54.48233223260979
2022-01-03,170.210007,171.600006,169.100006,171.539993,6012200.0,54.90779058790509
2021-12-31,172.529999,172.679993,171.029999,171.070007,4409500.0,54.552426341050946
2021-12-30,172.119995,172.880005,171.75,172.309998,4231800.0,55.68714142606346
2021-12-29,170.0,171.990005,169.910004,171.550003,3662000.0,55.126505497862475
2021-12-28,169.789993,170.639999,169.589996,170.350006,3187000.0,54.2304744243142
2021-12-27,169.139999,169.850006,168.699997,169.669998,3704800.0,53.71724407710587
2021-12-23,167.880005,168.949997,167.360001,168.25,3501500.0,52.63022535937855
2021-12-22,167.059998,168.169998,166.119995,167.929993,4178200.0,52.38323756263018
2021-12-21,168.059998,168.100006,165.979996,167.210007,7954200.0,51.8294458286597
2021-12-20,167.809998,168.509995,166.550003,167.75,7954500.0,52.27631638162252
2021-12-17,169.639999,170.779999,167.660004,168.229996,16726200.0,52.671919660634714
2021-12-16,171.259995,173.509995,170.839996,173.009995,8998600.0,56.87212605730225
2021-12-15,169.850006,171.300003,169.419998,171.139999,8552200.0,55.512018886176115
2021-12-14,168.330002,170.970001,167.160004,170.289993,10482400.0,54.878135295404356
2021-12-13,164.75,169.199997,163.800003,168.449997,11142300.0,53.47174941099489
2021-12-10,165.570007,166.690002,164.649994,165.490005,6571900.0,51.067295751134694
2021-12-09,164.179993,165.979996,163.490005,165.899994,8574200.0,51.42804668188293
2021-12-08,163.470001,164.570007,162.639999,164.339996,6216400.0,50.11396767898244
2021-12-07,164.0,164.270004,162.410004,163.360001,8311300.0,49.26900964115472
2021-12-06,160.190002,163.520004,159.830002,162.940002,9692000.0,48.90552961393779
2021-12-03,157.910004,159.669998,157.589996,159.380005,8750200.0,45.67214615919172
2021-12-02,157.259995,159.289993,156.75,157.089996,11334700.0,43.414791145282614
2021-12-01,156.880005,160.080002,156.25,158.080002,9835800.0,44.19274713566177
2021-11-30,158.509995,159.0,155.850006,155.929993,14981700.0,41.98004355564188
2021-11-29,159.5,160.419998,158.419998,159.75,9188500.0,45.093143486397416
2021-11-26,160.600006,161.160004,158.660004,159.199997,8523100.0,44.512550324602074
2021-11-24,160.139999,160.619995,159.380005,160.240005,5230900.0,45.40220189317077
2021-11-23,159.520004,161.0,158.779999,160.690002,7734000.0,45.79027156597457
2021-11-22,161.029999,162.639999,159.649994,159.699997,7634500.0,44.77251980450819
2021-11-19,163.039993,163.190002,161.779999,162.889999,7620700.0,47.594134493758716
2021-11-18,163.449997,164.470001,162.130005,162.399994,6358700.0,47.09220646023582
2021-11-17,162.869995,163.860001,161.789993,163.279999,5414500.0,47.89963569260397
2021-11-16,163.179993,164.350006,162.619995,162.669998,7594700.0,47.28565355187581
2021-11-15,165.0,165.460007,163.220001,163.520004,7496200.0,48.05905996772378
2021-11-12,167.429993,167.619995,164.610001,165.009995,18982100.0,49.448432251567525
2021-11-11,163.490005,163.809998,162.490005,163.059998,4118800.0,47.5018920173788
2021-11-10,162.529999,164.839996,162.350006,164.270004,6225100.0,48.64085500874533
2021-11-09,162.610001,163.589996,162.020004,162.509995,6112800.0,46.82336081937665
2021-11-08,163.679993,164.169998,162.009995,162.869995,5578800.0,47.15788169302809
2021-11-05,162.479996,164.600006,162.199997,163.429993,6214600.0,47.677136897187154
2021-11-04,164.940002,164.990005,162.669998,164.600006,8224400.0,48.77682722087306
2021-11-03,165.039993,165.770004,163.429993,165.059998,6717800.0,49.214184334871526
2021-11-02,163.699997,166.979996,162.979996,165.589996,8450600.0,49.71754860183644
2021-11-01,163.160004,163.979996,159.399994,163.020004,5846400.0,47.1487443150047
2021-10-29,162.350006,163.25,160.610001,162.880005,8526400.0,47.00420859352826
2021-10-28,163.770004,165.199997,162.320007,162.850006,6278800.0,46.97375639395534
2021-10-27,165.679993,165.759995,163.309998,163.740005,7018800.0,47.77185809278117
2021-10-26,164.559998,166.029999,164.050003,165.75,6939100.0,49.638464788601496
