,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,rsi
49,2022-01-28,53.77,54.67,53.1,54.33,54.33,28593046.0,28593046.0,0.56,1.041,54.03333,"January 28, 22",0.01041,53.99080401751434
50,2022-01-27,53.02,54.580002,53.0,53.369999,53.369999,36943100.0,36943100.0,0.35,0.66,53.65,"January 27, 22",0.0066,52.940082456992606
51,2022-01-26,52.57,53.619999,52.459999,53.009998,52.609997,39644800.0,39644800.0,0.44,0.837,53.02833,"January 26, 22",0.00837,52.541780409541936
52,2022-01-25,51.360001,52.84,51.240002,52.540001,52.143547,43983200.0,43983200.0,1.18,2.298,52.20667,"January 25, 22",0.02298,52.022240645022535
53,2022-01-24,51.75,52.060001,49.82,51.540001,51.151093,59080700.0,59080700.0,-0.21,-0.406,51.14,"January 24, 22",-0.00406,50.90149618820743
54,2022-01-21,54.419998,54.869999,52.459999,52.790001,52.391659,40985700.0,40985700.0,-1.63,-2.995,53.3729,"January 21, 22",-0.02995,52.40098125862045
55,2022-01-20,53.959999,54.52,53.07,54.049999,53.642151,35105300.0,35105300.0,0.09,0.167,53.87833,"January 20, 22",0.00167,53.97157032820903
56,2022-01-19,53.650002,54.490002,53.450001,53.540001,53.136002,27300400.0,27300400.0,-0.11,-0.205,53.82667,"January 19, 22",-0.00205,53.417750757380766
57,2022-01-18,54.5,54.549999,53.43,54.110001,53.701698,35598000.0,35598000.0,-0.39,-0.716,54.03,"January 18, 22",-0.00716,54.13113203634978
58,2022-01-14,54.98,55.380001,54.509998,54.950001,54.535362,27060000.0,27060000.0,-0.03,-0.055,54.94667,"January 14, 22",-0.00055,55.19569617486989
59,2022-01-13,56.529999,56.75,55.220001,55.540001,55.120911,28117900.0,28117900.0,-0.99,-1.751,55.78667,"January 13, 22",-0.01751,55.95313568243137
60,2022-01-12,56.34,57.16,55.900002,56.650002,56.222534,27608500.0,27608500.0,0.31,0.55,56.57,"January 12, 22",0.0055,57.405562123586925
61,2022-01-11,56.75,57.43,55.810001,56.689999,56.26223,33576600.0,33576600.0,-0.06,-0.106,56.64333,"January 11, 22",-0.00106,57.45823076179768
62,2022-01-10,55.709999,56.259998,54.740002,56.240002,55.815628,34044700.0,34044700.0,0.53,0.951,55.74667,"January 10, 22",0.00951,57.02348274481855
63,2022-01-07,55.360001,55.77,54.630001,55.720001,55.299549,27686700.0,27686700.0,0.36,0.65,55.375,"January 07, 22",0.0065,56.52029590045894
64,2022-01-06,55.16,55.630001,54.490002,54.84,54.426189,37000400.0,37000400.0,-0.32,-0.58,54.98667,"January 06, 22",-0.0058,55.65929073227103
65,2022-01-05,55.84,56.439999,55.369999,55.630001,55.210232,52956400.0,52956400.0,-0.21,-0.376,55.81333,"January 05, 22",-0.00376,56.64616134016623
66,2022-01-04,56.220001,56.43,53.939999,54.529999,54.118526,66993100.0,66993100.0,-1.69,-3.006,54.96667,"January 04, 22",-0.03006,55.57123501951633
67,2022-01-03,58.5,58.549999,56.34,56.650002,56.222534,57219200.0,57219200.0,-1.85,-3.162,57.17667,"January  03, 22",-0.03162,58.30146798802664
68,2021-12-31,58.529999,59.799999,58.439999,59.049999,58.60442,28579600.0,28579600.0,0.52,0.888,59.09667,"December 31, 21",0.00888,61.66248720266885
69,2021-12-30,57.75,58.740002,57.529999,58.400002,57.959328,24559000.0,24559000.0,0.65,1.126,58.22333,"December 30, 21",0.01126,61.06677205032775
70,2021-12-29,57.310001,58.029999,57.07,57.580002,57.145515,26170200.0,26170200.0,0.27,0.471,57.56,"December 29, 21",0.00471,60.304187532473065
71,2021-12-28,59.049999,59.450001,57.080002,58.009998,57.572269,36901700.0,36901700.0,-1.04,-1.761,58.18,"December 28, 21",-0.01761,60.91736376257505
72,2021-12-27,58.849998,59.380001,58.23,59.200001,58.753292,27362600.0,27362600.0,0.35,0.595,58.937,"December 27, 21",0.00595,62.644924997512135
73,2021-12-23,59.82,60.080002,58.310001,58.709999,58.266987,39203200.0,39203200.0,-1.11,-1.856,59.03333,"December 23, 21",-0.01856,62.2124943693305
74,2021-12-22,59.25,60.59,58.220001,59.549999,59.100647,62594900.0,62594900.0,0.3,0.506,59.45333,"December 22, 21",0.00506,63.44639820873861
75,2021-12-21,60.009998,60.040001,57.16,58.950001,58.505177,63877900.0,63877900.0,-1.06,-1.766,58.71667,"December 21, 21",-0.01766,62.93175972008604
76,2021-12-20,60.599998,61.709999,59.830002,61.02,60.559559,55712200.0,55712200.0,0.42,0.693,60.85333,"December 20, 21",0.00693,66.07711393829273
77,2021-12-17,59.93,61.189999,58.700001,59.48,59.031178,104192100.0,104192100.0,-0.45,-0.751,59.79,"December 17, 21",-0.00751,64.79422133691945
78,2021-12-16,58.360001,61.43,57.75,61.25,60.787823,75183600.0,75183600.0,2.89,4.952,60.14333,"December 16, 21",0.04952,67.67704110038514
79,2021-12-15,56.110001,58.919998,55.889999,58.799999,58.356308,75202900.0,75202900.0,2.69,4.794,57.86833,"December 15, 21",0.04794,65.60094832799753
80,2021-12-14,54.77,55.950001,54.32,55.540001,55.120911,48685700.0,48685700.0,0.77,1.406,55.27,"December 14, 21",0.01406,62.45647558905312
81,2021-12-13,53.439999,55.73,53.439999,55.200001,54.783474,54923200.0,54923200.0,1.76,3.293,54.79,"December 13, 21",0.03293,62.10239609542918
82,2021-12-10,51.200001,52.849998,51.110001,52.779999,52.381733,26043000.0,26043000.0,1.58,3.086,52.24667,"December 10, 21",0.03086,59.43373356428649
83,2021-12-09,51.509998,52.849998,51.509998,52.080002,51.687019,38325700.0,38325700.0,0.57,1.107,52.145,"December 09, 21",0.01107,58.60748590807753
84,2021-12-08,52.75,53.080002,51.029999,51.400002,51.01215,37429200.0,37429200.0,-1.35,-2.559,51.83667,"December 08, 21",-0.02559,57.78900298690684
85,2021-12-07,51.25,52.5,50.400002,51.720001,51.329735,41575400.0,41575400.0,0.47,0.917,51.54,"December 07, 21",0.00917,58.320838532197925
86,2021-12-06,53.779999,53.889999,51.25,51.48,51.091545,53724000.0,53724000.0,-2.3,-4.277,52.21,"December 06, 21",-0.04277,58.03698826026899
87,2021-12-03,53.709999,54.41,53.099998,54.27,53.860493,37544700.0,37544700.0,0.56,1.043,53.92733,"December 03, 21",0.01043,62.91864125204903
88,2021-12-02,53.82,55.080002,52.77,53.040001,52.639774,46361700.0,46361700.0,-0.78,-1.449,53.63,"December 02, 21",-0.01449,61.520276023773874
89,2021-12-01,52.470001,55.169998,51.860001,54.68,54.267399,59810400.0,59810400.0,2.21,4.212,53.90333,"December 01, 21",0.04212,64.70882731064219
90,2021-11-30,52.310001,54.459999,51.91,53.73,53.324566,64598400.0,64598400.0,1.42,2.715,53.36667,"November 30, 21",0.02715,63.63899145300188
91,2021-11-29,55.150002,55.700001,52.110001,52.400002,52.004604,72660800.0,72660800.0,-2.75,-4.986,53.40333,"November 29, 21",-0.04986,62.061054017086605
92,2021-11-26,54.040001,54.939999,53.25,54.0,53.592529,66561300.0,66561300.0,-0.035,-0.065,54.06333,"November 26, 21",-0.00065,65.40743598531805
93,2021-11-24,51.18,51.330002,50.709999,50.889999,50.505997,18556800.0,18556800.0,-0.29,-0.567,50.975,"November 24, 21",-0.00567,61.4476228620983
94,2021-11-23,50.580002,51.450001,50.299999,51.080002,50.694565,24946200.0,24946200.0,0.5,0.989,50.94333,"November 23, 21",0.00989,61.87166571804058
95,2021-11-22,50.950001,51.470001,50.380001,51.200001,50.813656,27287900.0,27287900.0,0.25,0.491,51.01667,"November 22, 21",0.00491,62.13706432546957
96,2021-11-19,51.959999,52.84,50.68,50.799999,50.416676,47966200.0,47966200.0,-1.16,-2.232,51.43833,"November 19, 21",-0.02232,61.59896760727992
97,2021-11-18,51.099998,51.709999,50.610001,51.41,51.022072,32872600.0,32872600.0,0.31,0.607,51.24333,"November 18, 21",0.00607,62.93567834620305
98,2021-11-17,49.939999,51.09,49.689999,50.869999,50.486145,36889800.0,36889800.0,0.93,1.862,50.54833,"November 17, 21",0.01862,62.22452371069618
99,2021-11-16,49.470001,50.16,48.889999,49.599998,49.225727,31297200.0,31297200.0,0.13,0.263,49.55,"November 16, 21",0.00263,60.476703638493454
100,2021-11-15,49.73,50.099998,49.369999,49.650002,49.275352,27763200.0,27763200.0,-0.08,-0.161,49.70667,"November 15, 21",-0.00161,60.58486638024158
101,2021-11-12,50.419998,50.490002,49.57,49.73,49.354748,27766700.0,27766700.0,-0.69,-1.369,49.93,"November 12, 21",-0.01369,60.75522875887634
102,2021-11-11,49.23,50.5,48.73,50.18,49.801353,42370400.0,42370400.0,0.95,1.93,49.80433,"November 11, 21",0.0193,61.71184451122853
103,2021-11-10,47.400002,49.209999,47.400002,49.02,48.650108,42696200.0,42696200.0,1.62,3.418,48.54333,"November 10, 21",0.03418,60.1257922783257
104,2021-11-09,48.330002,48.380001,47.150002,47.299999,46.943085,29920400.0,29920400.0,-1.03,-2.131,47.61,"November 09, 21",-0.02131,57.57189477298443
105,2021-11-08,48.610001,48.790001,47.599998,48.330002,47.965313,57423300.0,57423300.0,-0.28,-0.576,48.23833,"November 08, 21",-0.00576,59.82041438535765
106,2021-11-05,48.09,48.810001,46.549999,48.610001,48.243202,173753300.0,173753300.0,0.52,1.081,47.98997,"November 05, 21",0.01081,60.44937293279818
107,2021-11-04,44.290001,44.470001,43.310001,43.849998,43.519115,38172500.0,38172500.0,-0.44,-0.993,43.87667,"November 04, 21",-0.00993,52.05020691458329
108,2021-11-03,45.52,45.990002,44.48,44.82,44.094742,44593100.0,44593100.0,-0.7,-1.538,45.09667,"November 03, 21",-0.01538,54.35545353971504
109,2021-11-02,45.080002,46.040001,43.049999,45.450001,44.71455,69248000.0,69248000.0,0.37,0.821,44.84667,"November 02, 21",0.00821,55.93216135846565
110,2021-11-01,44.139999,44.290001,43.439999,43.639999,42.933838,32681500.0,32681500.0,-0.5,-1.133,43.79,"November 01, 21",-0.01133,52.01297597737803
111,2021-10-29,43.09,43.830002,42.860001,43.740002,43.032223,30257400.0,30257400.0,0.65,1.508,43.47667,"October 29, 21",0.01508,52.26465219018996
112,2021-10-28,42.950001,43.669998,42.939999,43.18,42.481281,18023400.0,18023400.0,0.23,0.536,43.26333,"October 28, 21",0.00536,50.962501024077625
113,2021-10-27,43.459999,43.560001,42.68,42.970001,42.274681,22317500.0,22317500.0,-0.49,-1.127,43.07,"October 27, 21",-0.01127,50.4659326832652
114,2021-10-26,43.330002,43.759998,42.919998,43.560001,42.855133,29729100.0,29729100.0,0.23,0.531,43.41333,"October 26, 21",0.00531,51.913339258033936
115,2021-10-25,43.200001,43.240002,42.57,43.150002,42.451767,22846200.0,22846200.0,-0.05,-0.116,42.98667,"October 25, 21",-0.00116,50.95539477266018
116,2021-10-22,42.82,43.189999,42.630001,43.16,42.461605,17183000.0,17183000.0,0.34,0.794,42.99333,"October 22, 21",0.00794,50.97966473529473
117,2021-10-21,43.060001,43.09,42.43,42.860001,42.166458,22142300.0,22142300.0,-0.2,-0.464,42.79333,"October 21, 21",-0.00464,50.28333705759971
118,2021-10-20,42.119999,43.110001,42.099998,42.799999,42.10743,22788300.0,22788300.0,0.68,1.614,42.67,"October 20, 21",0.01614,50.14452658895155
119,2021-10-19,41.599998,42.200001,41.540001,42.09,41.408916,17159800.0,17159800.0,0.49,1.178,41.94333,"October 19, 21",0.01178,48.47633834710519
120,2021-10-18,41.450001,41.700001,41.040001,41.32,40.651379,21733000.0,21733000.0,-0.13,-0.314,41.35333,"October 18, 21",-0.00314,46.576468417778166
121,2021-10-15,41.900002,42.029999,41.380001,41.490002,40.81863,23530800.0,23530800.0,-0.41,-0.979,41.63333,"October 15, 21",-0.00979,46.95105471228979
122,2021-10-14,41.560001,41.959999,41.52,41.669998,40.995712,17590300.0,17590300.0,0.11,0.265,41.71667,"October 14, 21",0.00265,47.34615279459035
123,2021-10-13,41.75,41.91,40.939999,41.419998,40.74976,28205700.0,28205700.0,-0.33,-0.79,41.42333,"October 13, 21",-0.0079,46.7360597270134
124,2021-10-12,42.16,42.209999,41.66,41.849998,41.172802,16222300.0,16222300.0,-0.31,-0.735,41.90667,"October 12, 21",-0.00735,47.66703608543104
125,2021-10-11,42.450001,42.619999,42.009998,42.060001,41.379406,11984200.0,11984200.0,-0.39,-0.919,42.23,"October 11, 21",-0.00919,48.12586227656782
126,2021-10-08,42.73,42.91,42.34,42.450001,41.763092,12770200.0,12770200.0,-0.28,-0.655,42.56667,"October 08, 21",-0.00655,48.98398489349584
127,2021-10-07,42.52,42.959999,42.209999,42.740002,42.048405,19778300.0,19778300.0,0.22,0.517,42.63667,"October 07, 21",0.00517,49.62884567122516
128,2021-10-06,42.060001,42.200001,41.689999,42.02,41.34005,30483800.0,30483800.0,-0.04,-0.095,41.97,"October 06, 21",-0.00095,47.96201055297768
129,2021-10-05,42.529999,42.790001,42.279999,42.32,41.635197,19342600.0,19342600.0,-0.21,-0.494,42.46333,"October 05, 21",-0.00494,48.61895705491309
130,2021-10-04,42.93,43.349998,42.209999,42.419998,41.733578,28906500.0,28906500.0,-0.51,-1.188,42.66,"October 04, 21",-0.01188,48.83747239876844
131,2021-10-01,42.52,43.099998,41.700001,42.93,42.235325,38483000.0,38483000.0,0.41,0.964,42.57667,"October 01, 21",0.00964,49.95975767079535
132,2021-09-30,43.790001,44.049999,42.970001,43.009998,42.31403,21103300.0,21103300.0,-0.78,-1.781,43.34333,"September 30, 21",-0.01781,50.13686665806642
133,2021-09-29,43.220001,43.689999,43.080002,43.529999,42.825619,18037200.0,18037200.0,0.31,0.717,43.43333,"September 29, 21",0.00717,51.29523976342089
134,2021-09-28,43.07,43.279999,42.43,43.040001,42.343544,28512200.0,28512200.0,-0.03,-0.07,42.91667,"September 28, 21",-0.0007,50.2334338070151
135,2021-09-27,43.919998,44.130001,43.509998,43.57,42.864967,19955900.0,19955900.0,-0.7291,-1.66,43.6103,"September 27, 21",-0.0166,51.421737125257
136,2021-09-24,44.07,44.41,43.810001,43.939999,43.228981,16150700.0,16150700.0,-0.13,-0.295,44.05333,"September 24, 21",-0.00295,52.267636851572426
137,2021-09-23,44.279999,44.720001,44.150002,44.189999,43.474934,19719200.0,19719200.0,-0.09,-0.203,44.35333,"September 23, 21",-0.00203,52.84324529522495
138,2021-09-22,43.990002,44.389999,43.830002,43.950001,43.238823,22616700.0,22616700.0,-0.04,-0.091,44.05667,"September 22, 21",-0.00091,52.34955459649064
139,2021-09-21,44.25,44.73,43.849998,43.919998,43.209305,23645600.0,23645600.0,-0.33,-0.746,44.16667,"September 21, 21",-0.00746,52.2883592324803
140,2021-09-20,43.389999,44.650002,43.389999,44.200001,43.484776,41873000.0,41873000.0,0.81,1.867,44.08,"September 20, 21",0.01867,52.90981739819302
141,2021-09-17,44.169998,44.459999,43.310001,43.889999,43.179794,56370500.0,56370500.0,-0.28,-0.634,43.88667,"September 17, 21",-0.00634,52.29463773539136
142,2021-09-16,44.880001,44.990002,44.029999,44.470001,43.750408,22424200.0,22424200.0,-0.41,-0.914,44.49667,"September 16, 21",-0.00914,53.577999693747294
143,2021-09-15,44.560001,45.369999,44.470001,44.77,44.045551,28674600.0,28674600.0,0.21,0.471,44.87,"September 15, 21",0.00471,54.25288698173463
144,2021-09-14,44.669998,45.259998,44.549999,44.709999,43.986523,24100200.0,24100200.0,0.04,0.09,44.84,"September 14, 21",0.0009,54.13966082345792
145,2021-09-13,45.740002,45.830002,44.200001,44.580002,43.858631,37086200.0,37086200.0,-1.16,-2.536,44.87,"September 13, 21",-0.02536,53.89738529236752
146,2021-09-10,46.27,46.349998,45.509998,45.59,44.852283,20783700.0,20783700.0,-0.68,-1.47,45.81667,"September 10, 21",-0.0147,56.15621439635023
147,2021-09-09,46.470001,46.720001,45.849998,46.029999,45.28516,21695300.0,21695300.0,-0.44,-0.947,46.2,"September 09, 21",-0.00947,57.17929949638493
148,2021-09-08,46.509998,46.790001,46.25,46.509998,45.757393,15839600.0,15839600.0,0.0,0.0,46.51667,"September 08, 21",0.0,58.31512033227024
149,2021-09-07,46.990002,47.5,46.540001,46.75,45.993515,26236900.0,26236900.0,-0.24,-0.511,46.93,"September 07, 21",-0.00511,58.8883131219031
150,2021-09-03,46.900002,47.029999,46.34,46.84,46.082054,20817200.0,20817200.0,-0.06,-0.128,46.73667,"September 03, 21",-0.00128,59.10180137564407
151,2021-09-02,46.48,46.869999,46.130001,46.84,46.082054,26106300.0,26106300.0,0.36,0.775,46.61333,"September 02, 21",0.00775,59.10180137564407
152,2021-09-01,46.189999,46.259998,45.419998,46.040001,45.295002,32900100.0,32900100.0,-0.15,-0.325,45.90667,"September 01, 21",-0.00325,57.795626223971546
153,2021-08-31,46.720001,47.139999,45.93,46.07,45.324516,34547800.0,34547800.0,-0.65,-1.391,46.38,"August 31, 21",-0.01391,57.86353808511555
154,2021-08-30,46.200001,47.16,46.16,46.759998,46.003349,25774400.0,25774400.0,0.56,1.212,46.69333,"August 30, 21",0.01212,59.43781312832838
155,2021-08-27,47.369999,47.5,46.529999,46.599998,45.84594,32874400.0,32874400.0,-0.77,-1.626,46.87667,"August 27, 21",-0.01626,59.18547165521069
156,2021-08-26,47.700001,48.16,47.299999,47.380001,46.613319,29029300.0,29029300.0,-0.32,-0.671,47.61333,"August 26, 21",-0.00671,60.998432022269526
157,2021-08-25,48.040001,48.279999,46.93,47.509998,46.741211,51036800.0,51036800.0,-0.53,-1.103,47.57333,"August 25, 21",-0.01103,61.30514578181793
158,2021-08-24,49.740002,50.049999,48.240002,48.380001,47.597137,52624100.0,52624100.0,-1.36,-2.734,48.89,"August 24, 21",-0.02734,63.3958316674968
159,2021-08-23,50.290001,51.360001,49.599998,49.93,49.122055,88652400.0,88652400.0,-0.36,-0.716,50.29667,"August 23, 21",-0.00716,67.40958082926502
160,2021-08-20,48.98,49.73,48.66,48.720001,47.931637,34257900.0,34257900.0,-0.26,-0.531,49.03667,"August 20, 21",-0.00531,65.75067710006039
161,2021-08-19,48.5,49.959999,48.259998,48.799999,48.010342,57741600.0,57741600.0,0.3,0.619,49.00667,"August 19, 21",0.00619,65.96824074860753
162,2021-08-18,50.23,51.860001,49.169998,49.310001,48.512089,88598000.0,88598000.0,-0.92,-1.832,50.11333,"August 18, 21",-0.01832,67.36079503211344
163,2021-08-17,48.779999,50.490002,48.709999,50.419998,49.604122,68817000.0,68817000.0,1.64,3.362,49.87333,"August 17, 21",0.03362,70.53670667509205
164,2021-08-16,48.23,48.970001,47.509998,48.91,48.118561,38045800.0,38045800.0,0.68,1.41,48.46333,"August 16, 21",0.0141,68.56057225691323
165,2021-08-13,47.41,48.5,47.32,48.48,47.695518,35341200.0,35341200.0,1.07,2.257,48.1,"August 13, 21",0.02257,67.96087227487341
166,2021-08-12,46.5,47.400002,46.34,47.240002,46.475586,29676400.0,29676400.0,0.74,1.591,46.99333,"August 12, 21",0.01591,66.13536127145504
167,2021-08-11,47.779999,48.080002,46.259998,46.310001,45.560631,50878200.0,50878200.0,-1.47,-3.077,46.88333,"August 11, 21",-0.03077,64.65516880451675
168,2021-08-10,46.200001,48.57,45.889999,48.189999,47.41021,81189400.0,81189400.0,1.99,4.307,47.55,"August 10, 21",0.04307,70.78445163760439
169,2021-08-09,45.110001,46.029999,45.110001,45.98,45.23597,32374300.0,32374300.0,0.87,1.929,45.70667,"August 09, 21",0.01929,67.20260924707353
170,2021-08-06,45.09,45.310001,44.630001,45.07,44.340698,20396300.0,20396300.0,-0.02,-0.044,45.00333,"August 06, 21",-0.00044,65.49557342491508
171,2021-08-05,45.0,45.139999,44.700001,45.060001,44.33086,23505400.0,23505400.0,0.06,0.133,44.96667,"August 05, 21",0.00133,65.47622423088173
172,2021-08-04,45.349998,45.799999,45.009998,45.189999,44.458752,43391200.0,43391200.0,-0.16,-0.353,45.33333,"August 04, 21",-0.00353,65.94740980559538
173,2021-08-03,44.169998,45.860001,44.07,45.68,44.940826,45643300.0,45643300.0,1.51,3.419,45.20333,"August 03, 21",0.03419,67.7483251278581
174,2021-08-02,43.299999,44.139999,43.25,43.959999,43.248657,43066900.0,43066900.0,0.66,1.524,43.78333,"August 02, 21",0.01524,64.40445836139318
