,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,rsi
0,2022-04-08,156.79,165.18,156.6,160.84,160.84,5454415.0,5454415.0,4.05,2.583,160.87333,"April 08, 22",0.02583,45.31006844252319
1,2022-04-07,153.13,159.774,151.39,159.0,159.0,5720873.0,5720873.0,5.87,3.833,156.72133,"April 07, 22",0.03833,45.05930252993935
2,2022-04-06,157.48,161.64,150.705,154.62,154.62,7401800.0,7401800.0,-2.86,-1.816,155.655,"April 06, 22",-0.01816,44.4652728743266
3,2022-04-05,169.25,172.395,160.43,162.05,162.05,6641095.0,6641095.0,-7.2,-4.254,164.95833,"April 05, 22",-0.04254,45.27913885554589
4,2022-04-04,177.24,180.87,171.07,172.54,172.54,5908675.0,5908675.0,-4.7,-2.652,174.82667,"April 04, 22",-0.02652,46.45561436783957
5,2022-04-01,173.35,179.03,170.6,176.59,176.59,4908900.0,4908900.0,3.24,1.869,175.40667,"April 01, 22",0.01869,46.91684607352566
6,2022-03-31,175.22,178.437,171.11,172.26,172.26,5680648.0,5680648.0,-2.96,-1.689,173.93567,"March 31, 22",-0.01689,46.35884113015746
7,2022-03-30,182.57,187.7099,172.78,174.92,174.92,7015528.0,7015528.0,-7.65,-4.19,178.46997,"March 30, 22",-0.0419,46.65409179442154
8,2022-03-29,174.07,182.0899,171.03,180.64,180.64,7153495.0,7153495.0,6.57,3.774,177.91997,"March 29, 22",0.03774,47.288774759396176
9,2022-03-28,167.37,174.45,165.8,173.08,173.08,6433260.0,6433260.0,5.71,3.412,171.11,"March 28, 22",0.03412,46.34331559089787
10,2022-03-25,178.25,179.19,163.031,165.92,165.92,8275664.0,8275664.0,-12.33,-6.917,169.38033,"March 25, 22",-0.06917,45.43492691794152
11,2022-03-24,175.84,181.86,172.35,179.68,179.68,6317595.0,6317595.0,3.84,2.184,177.96333,"March 24, 22",0.02184,46.93130733776399
12,2022-03-23,184.66,185.75,176.8,178.73,178.73,7306568.0,7306568.0,-5.93,-3.211,180.42667,"March 23, 22",-0.03211,46.81278760622514
13,2022-03-22,175.38,188.0,168.18,186.72,186.72,8568013.0,8568013.0,11.34,6.466,180.96667,"March 22, 22",0.06466,47.69066712611191
14,2022-03-21,179.91,182.6,172.44,175.38,175.38,6010884.0,6010884.0,-4.53,-2.518,176.80667,"March 21, 22",-0.02518,46.28972517724319
15,2022-03-18,171.58,180.8,170.1,178.93,178.93,12520112.0,12520112.0,7.35,4.284,176.61,"March 18, 22",0.04284,46.67321162314956
16,2022-03-17,167.75,172.137,160.66,168.26,168.26,7781429.0,7781429.0,0.51,0.304,167.019,"March 17, 22",0.00304,45.339376530320216
17,2022-03-16,150.0,169.8,149.67,169.36,169.36,13949463.0,13949463.0,19.36,12.907,162.94333,"March 16, 22",0.12907,45.45424093379775
18,2022-03-15,156.27,158.0,141.75,148.12,148.12,13181512.0,13181512.0,-8.15,-5.215,149.29,"March 15, 22",-0.05215,42.70764684542499
19,2022-03-14,140.2,166.7299,139.73,150.07,150.07,22841530.0,22841530.0,9.87,7.04,152.17663,"March 14, 22",0.0704,42.90201151343958
20,2022-03-11,140.75,145.8,138.0,138.2,138.2,5354130.0,5354130.0,-2.55,-1.812,140.66667,"March 11, 22",-0.01812,41.30859856862994
21,2022-03-10,139.51,140.83,135.85,139.52,139.52,5557603.0,5557603.0,0.01,0.007,138.73333,"March 10, 22",7e-05,41.43461294851855
22,2022-03-09,132.075,145.27,132.05,142.49,142.49,9534799.0,9534799.0,10.415,7.886,139.93667,"March 09, 22",0.07886,41.715209720369934
23,2022-03-08,125.0,136.96,122.01,129.28,129.28,6675779.0,6675779.0,4.28,3.424,129.41667,"March 08, 22",0.03424,39.94240977191524
24,2022-03-07,135.12,138.4,126.28,126.46,126.46,6177590.0,6177590.0,-8.66,-6.409,130.38,"March 07, 22",-0.06409,39.55780284495626
25,2022-03-04,140.82,143.91,135.91,136.46,136.46,5508197.0,5508197.0,-4.36,-3.096,138.76,"March 04, 22",-0.03096,40.4581970517908
26,2022-03-03,147.9,149.232,139.53,141.52,141.52,4549800.0,4549800.0,-6.38,-4.314,143.42733,"March 03, 22",-0.04314,40.920060281119305
27,2022-03-02,149.44,150.4273,140.44,147.86,147.86,5356594.0,5356594.0,-1.58,-1.057,146.24243,"March 02, 22",-0.01057,41.5018134439391
28,2022-03-01,152.48,156.3793,147.98,149.52,149.52,4820680.0,4820680.0,-2.96,-1.941,151.2931,"March 01, 22",-0.01941,41.65376377262737
29,2022-02-28,150.98,155.46,147.44,153.6,153.6,6135026.0,6135026.0,2.62,1.735,152.16667,"February 28, 22",0.01735,42.02437105007477
30,2022-02-25,156.02,156.19,147.01,151.33,151.33,7807417.0,7807417.0,-4.69,-3.006,151.51,"February 25, 22",-0.03006,41.741747127678025
31,2022-02-24,139.865,156.42,138.12,156.23,156.23,17345418.0,17345418.0,16.365,11.701,150.25667,"February 24, 22",0.11701,42.17669002488669
32,2022-02-23,145.17,145.62,134.0,135.73,135.73,7761394.0,7761394.0,-9.44,-6.503,138.45,"February 23, 22",-0.06503,39.59615311656706
33,2022-02-22,142.26,151.18,141.86,144.97,144.97,6631916.0,6631916.0,2.71,1.905,146.00333,"February 22, 22",0.01905,40.392406032625125
34,2022-02-18,147.55,151.456,141.31,145.74,145.74,5451157.0,5451157.0,-1.81,-1.227,146.16867,"February 18, 22",-0.01227,40.45885013001744
35,2022-02-17,150.2,154.6596,145.29,146.36,146.36,6152825.0,6152825.0,-3.84,-2.557,148.76987,"February 17, 22",-0.02557,40.51143506613053
36,2022-02-16,147.62,152.37,144.5,151.81,151.81,5528112.0,5528112.0,4.19,2.838,149.56,"February 16, 22",0.02838,40.97015360861504
37,2022-02-15,142.49,152.93,139.22,151.12,151.12,10858830.0,10858830.0,8.63,6.057,147.75667,"February 15, 22",0.06057,40.88710553611555
38,2022-02-14,157.526,159.44,138.14,142.47,142.47,16546808.0,16546808.0,-15.056,-9.558,146.68333,"February 14, 22",-0.09558,39.847412073825375
39,2022-02-11,161.25,168.79,160.1,161.32,161.32,5223046.0,5223046.0,0.07,0.043,163.40333,"February 11, 22",0.00043,41.40255962945227
40,2022-02-10,158.0,168.67,157.54,160.42,160.42,5882429.0,5882429.0,2.42,1.532,162.21,"February 10, 22",0.01532,41.29535805713358
41,2022-02-09,154.3703,164.23,154.1725,164.03,164.03,5572230.0,5572230.0,9.6597,6.257,160.81083,"February 09, 22",0.06257,41.59448048828496
42,2022-02-08,155.2,157.17,147.57,153.31,153.31,7611895.0,7611895.0,-1.89,-1.218,152.68333,"February 08, 22",-0.01218,40.33680702743173
43,2022-02-07,162.203,165.54,156.2701,160.27,160.27,4400372.0,4400372.0,-1.933,-1.192,160.69337,"February 07, 22",-0.01192,40.89714169320729
44,2022-02-04,165.64,167.5,160.26,163.01,163.01,4046897.0,4046897.0,-2.63,-1.588,163.59,"February 04, 22",-0.01588,41.11750543157587
45,2022-02-03,165.07,170.09,163.2,163.95,163.95,4172486.0,4172486.0,-1.12,-0.679,165.74667,"February 03, 22",-0.00679,41.19212706653126
46,2022-02-02,170.807,177.2,163.6108,169.61,169.61,5368322.0,5368322.0,-1.197,-0.701,170.14027,"February 02, 22",-0.00701,41.638032593882215
47,2022-02-01,175.2,177.55,167.29,172.74,172.74,6907656.0,6907656.0,-2.46,-1.404,172.52667,"February 01, 22",-0.01404,41.88374559269676
48,2022-01-31,160.05,170.33,154.56,169.33,169.33,9083449.0,9083449.0,9.28,5.798,164.74,"January 31, 22",0.05798,41.51526332998864
49,2022-01-28,149.95,159.87,146.76,159.47,159.47,6756347.0,6756347.0,9.52,6.349,155.36667,"January 28, 22",0.06349,40.44526304433226
50,2022-01-27,157.43,158.23,146.54,148.62,148.62,8641786.0,8641786.0,-8.81,-5.596,151.13,"January 27, 22",-0.05596,39.24661766587143
51,2022-01-26,157.99,165.85,152.8,154.96,154.96,9130055.0,9130055.0,-3.03,-1.918,157.87,"January 26, 22",-0.01918,39.70422899401234
52,2022-01-25,156.01,168.26,150.0,152.54,152.54,11335169.0,11335169.0,-3.47,-2.224,156.93333,"January 25, 22",-0.02224,39.44009035569648
53,2022-01-24,153.47,158.0,138.17,157.3,157.3,16522526.0,16522526.0,3.83,2.496,151.15667,"January 24, 22",0.02496,39.7759698744237
54,2022-01-21,166.23,171.2543,157.29,160.07,160.07,11679343.0,11679343.0,-6.16,-3.706,162.87143,"January 21, 22",-0.03706,39.97009407643796
55,2022-01-20,174.99,177.47,166.215,167.52,167.52,11450596.0,11450596.0,-7.47,-4.269,170.40167,"January 20, 22",-0.04269,40.4909522397551
56,2022-01-19,188.84,191.3399,173.43,174.07,174.07,10325904.0,10325904.0,-14.77,-7.821,179.6133,"January 19, 22",-0.07821,40.95073973849433
57,2022-01-18,196.914,198.82,185.39,186.61,186.61,10994740.0,10994740.0,-10.304,-5.233,190.27333,"January 18, 22",-0.05233,41.84218742307453
58,2022-01-14,204.01,212.745,200.08,204.73,204.73,9844707.0,9844707.0,0.72,0.353,205.85167,"January 14, 22",0.00353,43.17305113913303
59,2022-01-13,219.56,221.4999,209.58,210.17,210.17,7360202.0,7360202.0,-9.39,-4.277,213.74997,"January 13, 22",-0.04277,43.580883815976456
60,2022-01-12,220.48,228.5,218.778,222.89,222.89,5825779.0,5825779.0,2.41,1.093,223.38933,"January 12, 22",0.01093,44.5451206200862
61,2022-01-11,226.0,227.96,220.2801,221.39,221.39,7314382.0,7314382.0,-4.61,-2.04,223.21003,"January 11, 22",-0.0204,44.40296319796673
62,2022-01-10,211.37,241.99,207.5,233.7,233.7,17173305.0,17173305.0,22.33,10.564,227.73,"January 10, 22",0.10564,45.33768414759435
63,2022-01-07,216.414,221.9599,212.0,213.86,213.86,5194175.0,5194175.0,-2.554,-1.18,215.93997,"January 07, 22",-0.0118,43.457704491083085
64,2022-01-06,216.035,222.22,205.25,216.06,216.06,7993715.0,7993715.0,0.025,0.012,214.51,"January 06, 22",0.00012,43.62073360809335
65,2022-01-05,232.1,237.88,214.6,215.23,215.23,8981157.0,8981157.0,-16.87,-7.268,222.57,"January 05, 22",-0.07268,43.54242633674972
66,2022-01-04,232.2,239.4299,225.24,233.06,233.06,10400075.0,10400075.0,0.86,0.37,232.57663,"January 04, 22",0.0037,44.853970409872296
67,2022-01-03,247.12,249.42,231.09,235.05,235.05,11690730.0,11690730.0,-12.07,-4.884,238.52,"January  03, 22",-0.04884,45.00223318951967
68,2021-12-31,249.88,259.1989,246.7,253.98,253.98,6804629.0,6804629.0,4.1,1.641,253.29297,"December 31, 21",0.01641,46.43304332638746
69,2021-12-30,243.83,254.24,242.4,251.6,251.6,6546988.0,6546988.0,7.77,3.187,249.41333,"December 30, 21",0.03187,46.22237366822448
70,2021-12-29,239.33,249.489,233.2,247.88,247.88,9062051.0,9062051.0,8.55,3.572,243.523,"December 29, 21",0.03572,45.89644476133846
71,2021-12-28,245.365,254.57,237.58,241.44,241.44,9061507.0,9061507.0,-3.925,-1.6,244.53,"December 28, 21",-0.016,45.33435623413055
72,2021-12-27,243.0,252.72,240.5801,246.88,246.88,8183604.0,8183604.0,3.88,1.597,246.7267,"December 27, 21",0.01597,45.727631590183655
73,2021-12-23,250.41,253.65,238.53,249.99,249.99,9656006.0,9656006.0,-0.42,-0.168,247.39,"December 23, 21",-0.00168,45.95096385516087
74,2021-12-22,264.06,267.0,245.5,251.36,251.36,13863718.0,13863718.0,-12.7,-4.81,254.62,"December 22, 21",-0.0481,46.04805291315891
75,2021-12-21,275.5,281.3,257.2,268.14,268.14,12538510.0,12538510.0,-7.36,-2.672,268.88,"December 21, 21",-0.02672,47.24628456739361
76,2021-12-20,321.305,321.305,275.12,276.38,276.38,16843528.0,16843528.0,-44.925,-13.982,290.935,"December 20, 21",-0.13982,47.8454286826396
77,2021-12-17,275.57,296.39,269.01,294.8,294.8,10544846.0,10544846.0,19.23,6.978,286.73333,"December 17, 21",0.06978,49.21261780348205
78,2021-12-16,284.2,287.134,277.07,282.02,282.02,5957080.0,5957080.0,-2.18,-0.767,282.07467,"December 16, 21",-0.00767,48.20630654980844
79,2021-12-15,271.7994,290.35,271.55,283.28,283.28,9269610.0,9269610.0,11.4806,4.224,281.72667,"December 15, 21",0.04224,48.298771758723234
80,2021-12-14,264.295,278.3299,257.2005,277.16,277.16,6384485.0,6384485.0,12.865,4.868,270.8968,"December 14, 21",0.04868,47.82237836656547
81,2021-12-13,257.4,275.78,257.0,271.99,271.99,10527534.0,10527534.0,14.59,5.668,268.25667,"December 13, 21",0.05668,47.42129006878644
82,2021-12-10,235.405,261.966,233.95,257.06,257.06,17432955.0,17432955.0,21.655,9.199,250.992,"December 10, 21",0.09199,46.25202449570969
83,2021-12-09,285.19,285.71,271.5,272.21,272.21,5197582.0,5197582.0,-12.98,-4.551,276.47333,"December 09, 21",-0.04551,47.29800837548294
84,2021-12-08,282.38,288.28,272.95,283.4,283.4,7107777.0,7107777.0,1.02,0.361,281.54333,"December 08, 21",0.00361,48.085142390433454
85,2021-12-07,268.14,287.77,263.07,282.35,282.35,10713387.0,10713387.0,14.21,5.299,277.73,"December 07, 21",0.05299,48.00557265501096
86,2021-12-06,280.85,287.28,256.5601,265.33,265.33,19734097.0,19734097.0,-15.52,-5.526,269.72337,"December 06, 21",-0.05526,46.70805232276052
87,2021-12-03,318.09,318.7854,293.6,306.72,306.72,12700292.0,12700292.0,-11.37,-3.574,306.36847,"December 03, 21",-0.03574,49.66157137166217
88,2021-12-02,301.29,318.47,291.03,301.49,301.49,15349270.0,15349270.0,0.2,0.066,303.66333,"December 02, 21",0.00066,49.26429378294553
89,2021-12-01,330.0,336.3599,310.57,310.61,310.61,21433901.0,21433901.0,-19.39,-5.876,319.17997,"December 01, 21",-0.05876,49.93780225374368
